Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1427,1441.720158,10.16.2015 09:58:20,1381.719091,2,1,0.999769151,3.746133566,0.383800466,0,1.411998093,0,6.48022E-05,0,0,0,0
1428,1442.720199,10.16.2015 09:58:21,1382.719131,2,1,0.999950469,3.746133566,0.384078253,0,1.413038699,0,6.48022E-05,0,0,0,0
1429,1443.735799,10.16.2015 09:58:22,1383.734732,2,1,0.999950469,3.746133566,0.384360363,0,1.414095505,0,6.48022E-05,0,0,0,0
1430,1444.751404,10.16.2015 09:58:23,1384.750336,2,1,0.999950469,3.746133566,0.38464246,0,1.415152275,0,3.23772E-05,0,0,0,0
1431,1445.766957,10.16.2015 09:58:24,1385.765889,2,1,1.000131845,3.746295691,0.384924559,0,1.416209074,0,6.48022E-05,0,0,0,0
1432,1446.782567,10.16.2015 09:58:25,1386.7815,2,1,0.999950469,3.746295691,0.385206662,0,1.417265889,0,6.48022E-05,0,0,0,0
1433,1447.782597,10.16.2015 09:58:26,1387.781529,2,1,0.999950469,3.746295691,0.385484443,0,1.41830653,0,6.48022E-05,0,0,0,0
1434,1448.782679,10.16.2015 09:58:27,1388.781611,2,1,0.999950469,3.746295691,0.385762242,0,1.419347248,0,6.48022E-05,0,0,0,0
1435,1449.7977,10.16.2015 09:58:28,1389.796633,2,1,0.999950469,3.746457577,0.386044186,0,1.420403511,0,6.48022E-05,0,0,0,0
1436,1450.797965,10.16.2015 09:58:29,1390.796898,2,1,1.000131845,3.746457577,0.386322029,0,1.421444411,0,3.23772E-05,0,0,0,0
1437,1451.79814,10.16.2015 09:58:30,1391.797072,2,1,0.999950469,3.746457577,0.386599848,0,1.422485242,0,3.23772E-05,0,0,0,0
1438,1452.812591,10.16.2015 09:58:31,1392.811523,2,1,1.000131845,3.746457577,0.38684726,0,1.423412161,0,3.23772E-05,0,0,0,0
1439,1453.813798,10.16.2015 09:58:32,1393.81273,2,1,0.999769151,3.746457577,0.387159742,0,1.424582878,0,3.23772E-05,0,0,0,0
1440,1454.829362,10.16.2015 09:58:33,1394.828294,2,1,0.999950469,3.746457577,0.387441834,0,1.425639744,0,0,0,0,0,0
1441,1455.845013,10.16.2015 09:58:34,1395.843946,2,1,0.999950469,3.746619701,0.38772395,0,1.426696708,0,3.24249E-05,0,0,0,0
1442,1456.860573,10.16.2015 09:58:35,1396.859506,2,1,0.999950469,3.746619701,0.388006034,0,1.42775356,0,0,0,0,0,0
1443,1457.860601,10.16.2015 09:58:36,1397.859534,2,1,0.999950469,3.746781588,0.388283817,0,1.42879433,0,6.48022E-05,0,0,0,0
1444,1458.876014,10.16.2015 09:58:37,1398.874947,2,1,0.999950469,3.746619701,0.388565871,0,1.42985109,0,6.48022E-05,0,0,0,0
1445,1459.890626,10.16.2015 09:58:38,1399.889559,2,1,1.000131845,3.746781588,0.388791614,0,1.430696896,0,3.23772E-05,0,0,0,0
1446,1460.891815,10.16.2015 09:58:39,1400.890747,2,1,0.999950469,3.746781588,0.389125803,0,1.431949034,0,3.22773E-05,0,0,0,0
1447,1461.907432,10.16.2015 09:58:40,1401.906365,2,1,0.999950469,3.746943712,0.389407923,0,1.433006095,0,6.48022E-05,0,0,0,0
1448,1462.923002,10.16.2015 09:58:41,1402.921935,2,1,0.999950469,3.746943712,0.389690016,0,1.434063066,0,6.48022E-05,0,0,0,0
1449,1463.938634,10.16.2015 09:58:42,1403.937567,2,1,0.999950469,3.746781588,0.389972128,0,1.435120122,0,0,0,0,0,0
1450,1464.938647,10.16.2015 09:58:43,1404.93758,2,1,1.000131845,3.747105598,0.390249893,0,1.436160892,0,6.48022E-05,0,0,0,0
1451,1465.938654,10.16.2015 09:58:44,1405.937587,2,1,0.999769151,3.747105598,0.390527674,0,1.437201743,0,6.48022E-05,0,0,0,0
1452,1466.954227,10.16.2015 09:58:45,1406.95316,2,1,0.999769151,3.746943712,0.390809768,0,1.438258773,0,0,0,0,0,0
1453,1467.969844,10.16.2015 09:58:46,1407.968777,2,1,0.999950469,3.747105598,0.391091873,0,1.439315834,0,3.23772E-05,0,0,0,0
1454,1468.969862,10.16.2015 09:58:47,1408.968795,2,1,0.999950469,3.747105598,0.391369659,0,1.440356749,0,0,0,0,0,0
1455,1469.985455,10.16.2015 09:58:48,1409.984388,2,1,0.999950469,3.747105598,0.391651766,0,1.441413856,0,6.48022E-05,0,0,0,0
1456,1470.985456,10.16.2015 09:58:49,1410.984389,2,1,1.000131845,3.747267723,0.391929533,0,1.442454707,0,6.48022E-05,0,0,0,0
1457,1472.001077,10.16.2015 09:58:50,1412.000009,2,1,1.000131845,3.747429848,0.39221165,0,1.443511875,0,6.48499E-05,0,0,0,0
1458,1473.016369,10.16.2015 09:58:51,1413.015301,2,1,0.999769151,3.747105598,0.392493669,0,1.444568676,0,-3.24249E-05,0,0,0,0
1459,1474.032335,10.16.2015 09:58:52,1414.031268,2,1,1.000131845,3.747429848,0.392775881,0,1.445626224,0,9.72271E-05,0,0,0,0
1460,1475.047635,10.16.2015 09:58:53,1415.046568,2,1,0.999769151,3.747267723,0.393057905,0,1.446683077,0,0,0,0,0,0
1461,1476.063565,10.16.2015 09:58:54,1416.062498,2,1,0.999950469,3.747429848,0.393340088,0,1.447740534,0,3.24249E-05,0,0,0,0
1462,1477.078536,10.16.2015 09:58:55,1417.077469,2,1,0.999950469,3.747591734,0.393622025,0,1.44879708,0,6.48022E-05,0,0,0,0
1463,1478.07913,10.16.2015 09:58:56,1418.078063,2,1,0.999950469,3.747591734,0.39389997,0,1.449838679,0,3.23772E-05,0,0,0,0
1464,1479.079132,10.16.2015 09:58:57,1419.078065,2,1,1.000131845,3.747429848,0.394177752,0,1.450879676,0,3.24249E-05,0,0,0,0
1465,1480.079136,10.16.2015 09:58:58,1420.078069,2,1,0.999950469,3.747753859,0.394455521,0,1.451920636,0,3.24249E-05,0,0,0,0
1466,1481.09473,10.16.2015 09:58:59,1421.093662,2,1,1.000131845,3.747591734,0.394737629,0,1.452977861,0,6.48022E-05,0,0,0,0
1467,1482.094757,10.16.2015 09:59:00,1422.09369,2,1,0.999950469,3.747753859,0.395015422,0,1.454018927,0,3.24249E-05,0,0,0,0
1468,1483.110116,10.16.2015 09:59:01,1423.109048,2,1,0.999769151,3.747591734,0.395297451,0,1.455075876,0,3.23772E-05,0,0,0,0
1469,1484.110208,10.16.2015 09:59:02,1424.109141,2,1,0.999950469,3.747753859,0.395575244,0,1.456116974,0,6.48022E-05,0,0,0,0
1470,1485.126004,10.16.2015 09:59:03,1425.124936,2,1,1.000131845,3.747753859,0.395857405,0,1.457174436,0,3.24249E-05,0,0,0,0
1471,1486.141522,10.16.2015 09:59:04,1426.140454,2,1,1.000131845,3.747753859,0.396139499,0,1.458231658,0,3.24249E-05,0,0,0,0
1472,1487.157205,10.16.2015 09:59:05,1427.156137,2,1,1.000131845,3.747915745,0.396421624,0,1.459288995,0,6.48022E-05,0,0,0,0
1473,1488.172742,10.16.2015 09:59:06,1428.171674,2,1,0.999950469,3.747915745,0.39670372,0,1.460346251,0,3.23772E-05,0,0,0,0
1474,1489.172743,10.16.2015 09:59:07,1429.171676,2,1,0.999950469,3.747915745,0.396981491,0,1.461387297,0,3.23772E-05,0,0,0,0
1475,1490.172815,10.16.2015 09:59:08,1430.171748,2,1,0.999950469,3.748077869,0.397259289,0,1.462428457,0,3.24249E-05,0,0,0,0
1476,1491.188373,10.16.2015 09:59:09,1431.187305,2,1,1.000131845,3.747915745,0.397541383,0,1.463485728,0,3.23772E-05,0,0,0,0
1477,1492.188382,10.16.2015 09:59:10,1432.187315,2,1,1.000131845,3.748077869,0.39781916,0,1.464526827,0,6.48022E-05,0,0,0,0
1478,1493.203951,10.16.2015 09:59:11,1433.202883,2,1,0.999950469,3.747915745,0.398101263,0,1.465584147,0,0,0,0,0,0
1479,1494.21958,10.16.2015 09:59:12,1434.218512,2,1,0.999950469,3.747915745,0.398383381,0,1.466641546,0,0,0,0,0,0
1480,1495.219601,10.16.2015 09:59:13,1435.218533,2,1,1.000131845,3.748239756,0.398661158,0,1.467682694,0,3.23772E-05,0,0,0,0
1481,1496.235163,10.16.2015 09:59:14,1436.234096,2,1,0.999950469,3.748239756,0.398943251,0,1.468740024,0,6.48022E-05,0,0,0,0
1482,1497.235172,10.16.2015 09:59:15,1437.234104,2,1,0.999950469,3.748239756,0.399221029,0,1.469781201,0,0,0,0,0,0
1483,1498.250825,10.16.2015 09:59:16,1438.249758,2,1,0.999950469,3.748239756,0.399503138,0,1.470838605,0,0,0,0,0,0
1484,1499.266385,10.16.2015 09:59:17,1439.265317,2,1,0.999950469,3.74840188,0.399785238,0,1.471896003,0,3.24249E-05,0,0,0,0
1485,1500.266494,10.16.2015 09:59:18,1440.265427,2,1,0.999587774,3.748239756,0.40006304,0,1.472937297,0,3.23772E-05,0,0,0,0
1486,1501.282,10.16.2015 09:59:19,1441.280932,2,1,1.000131845,3.74840188,0.400345115,0,1.473994618,0,3.24249E-05,0,0,0,0
1487,1502.282,10.16.2015 09:59:20,1442.280932,2,1,0.999950469,3.748239756,0.40062289,0,1.475035837,0,0,0,0,0,0
1488,1503.282033,10.16.2015 09:59:21,1443.280966,2,1,1.000131845,3.748563766,0.400900682,0,1.476077132,0,6.48022E-05,0,0,0,0
1489,1504.29756,10.16.2015 09:59:22,1444.296492,2,1,0.999950469,3.748563766,0.401182771,0,1.477134536,0,6.48022E-05,0,0,0,0
1490,1505.3133,10.16.2015 09:59:23,1445.312232,2,1,0.999950469,3.74840188,0.40146492,0,1.478192176,0,3.24249E-05,0,0,0,0
1491,1506.328108,10.16.2015 09:59:24,1446.327041,2,1,0.999950469,3.748563766,0.401742677,0,1.479233367,0,3.23772E-05,0,0,0,0
1492,1507.344511,10.16.2015 09:59:25,1447.343444,2,1,0.999950469,3.748563766,0.402029142,0,1.480307201,0,0,0,0,0,0
1493,1508.360019,10.16.2015 09:59:26,1448.358952,2,1,0.999950469,3.748563766,0.402311226,0,1.481364639,0,3.23772E-05,0,0,0,0
1494,1509.360067,10.16.2015 09:59:27,1449.358999,2,1,0.999950469,3.748563766,0.402589024,0,1.482406014,0,0,0,0,0,0
1495,1510.375656,10.16.2015 09:59:28,1450.374589,2,1,0.999950469,3.748563766,0.402871132,0,1.483463552,0,0,0,0,0,0
1496,1511.391255,10.16.2015 09:59:30,1451.390187,2,1,0.999950469,3.748725891,0.403153239,0,1.484521095,0,6.48022E-05,0,0,0,0
1497,1512.406899,10.16.2015 09:59:31,1452.405831,2,1,0.999950469,3.748725891,0.403435374,0,1.485578763,0,3.24249E-05,0,0,0,0
1498,1513.4225,10.16.2015 09:59:32,1453.421433,2,1,0.999950469,3.748725891,0.40371748,0,1.486636331,0,0,0,0,0,0
1499,1514.438116,10.16.2015 09:59:33,1454.437048,2,1,0.999950469,3.748887777,0.403999588,0,1.487693912,0,3.23772E-05,0,0,0,0
1500,1515.453894,10.16.2015 09:59:34,1455.452827,2,1,1.000313163,3.749049902,0.404281747,0,1.488751694,0,9.72271E-05,0,0,0,0
1501,1516.469574,10.16.2015 09:59:35,1456.468507,2,1,1.000131845,3.749211788,0.404563878,0,1.489809384,0,6.48022E-05,0,0,0,0
1502,1517.484938,10.16.2015 09:59:36,1457.48387,2,1,0.999950469,3.748887777,0.404845914,0,1.490866733,0,0,0,0,0,0
1503,1518.500546,10.16.2015 09:59:37,1458.499478,2,1,1.000131845,3.749049902,0.405128025,0,1.491924363,0,0,0,0,0,0
1504,1519.50057,10.16.2015 09:59:38,1459.499503,2,1,0.999950469,3.749049902,0.405405804,0,1.49296577,0,3.24249E-05,0,0,0,0
1505,1520.515543,10.16.2015 09:59:39,1460.514475,2,1,0.999950469,3.749049902,0.405683553,0,1.494007064,0,3.24249E-05,0,0,0,0
1506,1521.531905,10.16.2015 09:59:40,1461.530837,2,1,0.999950469,3.749211788,0.405970037,0,1.495081117,0,3.23772E-05,0,0,0,0
1507,1522.531921,10.16.2015 09:59:41,1462.530853,2,1,1.000131845,3.749211788,0.406247813,0,1.496122532,0,6.48022E-05,0,0,0,0
1508,1523.546344,10.16.2015 09:59:42,1463.545276,2,1,0.999950469,3.749211788,0.406525585,0,1.497163956,0,6.48022E-05,0,0,0,0
1509,1524.546815,10.16.2015 09:59:43,1464.545748,2,1,1.000131845,3.749373913,0.406807505,0,1.498220937,0,6.48022E-05,0,0,0,0
1510,1525.547,10.16.2015 09:59:44,1465.545933,2,1,0.999950469,3.749373913,0.407085345,0,1.499262636,0,6.48022E-05,0,0,0,0
1511,1526.563101,10.16.2015 09:59:45,1466.562034,2,1,0.999950469,3.749373913,0.407367595,0,1.500320862,0,3.24249E-05,0,0,0,0
1512,1527.578466,10.16.2015 09:59:46,1467.577399,2,1,1.000131845,3.749373913,0.407649631,0,1.501378306,0,3.24249E-05,0,0,0,0
1513,1528.578625,10.16.2015 09:59:47,1468.577557,2,1,0.999950469,3.749373913,0.407927453,0,1.502419973,0,3.24249E-05,0,0,0,0
1514,1529.594208,10.16.2015 09:59:48,1469.593141,2,1,1.000131845,3.749373913,0.40820956,0,1.503477706,0,0,0,0,0,0
1515,1530.609791,10.16.2015 09:59:49,1470.608724,2,1,1.000131845,3.749535799,0.408491664,0,1.504535438,0,3.23772E-05,0,0,0,0
1516,1531.6254,10.16.2015 09:59:50,1471.624332,2,1,0.999950469,3.749373913,0.408773774,0,1.505593205,0,0,0,0,0,0
1517,1532.625416,10.16.2015 09:59:51,1472.624348,2,1,0.999950469,3.749535799,0.409051547,0,1.506634705,0,3.23772E-05,0,0,0,0
1518,1533.625483,10.16.2015 09:59:52,1473.624416,2,1,1.000313163,3.749860048,0.409329346,0,1.507676328,0,6.48499E-05,0,0,0,0
1519,1534.64104,10.16.2015 09:59:53,1474.639973,2,1,0.999950469,3.749535799,0.40961144,0,1.50873407,0,0,0,0,0,0
1520,1535.656698,10.16.2015 09:59:54,1475.655631,2,1,0.999950469,3.749697924,0.409893572,0,1.509791961,0,3.24249E-05,0,0,0,0
1521,1536.672323,10.16.2015 09:59:55,1476.671256,2,1,1.000131845,3.749697924,0.410175687,0,1.510849798,0,3.24249E-05,0,0,0,0
1522,1537.687879,10.16.2015 09:59:56,1477.686812,2,1,1.000131845,3.749860048,0.410457778,0,1.51190756,0,6.48499E-05,0,0,0,0
1523,1538.703275,10.16.2015 09:59:57,1478.702208,2,1,0.999769151,3.749697924,0.410739833,0,1.512965186,0,0,0,0,0,0
1524,1539.703437,10.16.2015 09:59:58,1479.702369,2,1,0.999950469,3.749860048,0.411017647,0,1.514006925,0,3.24249E-05,0,0,0,0
1525,1540.703443,10.16.2015 09:59:59,1480.702375,2,1,0.999950469,3.749860048,0.411295424,0,1.515048546,0,3.24249E-05,0,0,0,0
1526,1541.719031,10.16.2015 10:00:00,1481.717963,2,1,0.999769151,3.749860048,0.41157753,0,1.516106404,0,0,0,0,0,0
1527,1542.719055,10.16.2015 10:00:01,1482.717987,2,1,0.999950469,3.749860048,0.411855314,0,1.517148065,0,3.24249E-05,0,0,0,0
1528,1543.734642,10.16.2015 10:00:02,1483.733575,2,1,0.999950469,3.750021935,0.412137413,0,1.518205911,0,6.48022E-05,0,0,0,0
1529,1544.750254,10.16.2015 10:00:03,1484.749187,2,1,0.999950469,3.750021935,0.412419523,0,1.519263811,0,6.48022E-05,0,0,0,0
1530,1545.765868,10.16.2015 10:00:04,1485.7648,2,1,1.000131845,3.750021935,0.412701639,0,1.520321751,0,3.23772E-05,0,0,0,0
1531,1546.781726,10.16.2015 10:00:05,1486.780658,2,1,0.999950469,3.749860048,0.412983828,0,1.521379978,0,0,0,0,0,0
1532,1547.796126,10.16.2015 10:00:06,1487.795058,2,1,1.000131845,3.750184059,0.41326156,0,1.522421495,0,3.24249E-05,0,0,0,0
1533,1548.812596,10.16.2015 10:00:07,1488.811529,2,1,0.999769151,3.750021935,0.413547954,0,1.523495509,0,0,0,0,0,0
1534,1549.812659,10.16.2015 10:00:08,1489.811591,2,1,1.000131845,3.750184059,0.413825747,0,1.524537272,0,0,0,0,0,0
1535,1550.827583,10.16.2015 10:00:09,1490.826516,2,1,0.999950469,3.750345945,0.414103495,0,1.525578882,0,6.48022E-05,0,0,0,0
1536,1551.827906,10.16.2015 10:00:10,1491.826838,2,1,0.999950469,3.750345945,0.414385526,0,1.526636543,0,3.23772E-05,0,0,0,0
1537,1552.828022,10.16.2015 10:00:11,1492.826954,2,1,0.999950469,3.750345945,0.414663309,0,1.527678273,0,3.23772E-05,0,0,0,0
1538,1553.844065,10.16.2015 10:00:12,1493.842998,2,1,0.999950469,3.750184059,0.414945537,0,1.528736699,0,0,0,0,0,0
1539,1554.859342,10.16.2015 10:00:13,1494.858275,2,1,0.999950469,3.750184059,0.415227561,0,1.529794368,0,0,0,0,0,0
1540,1555.859513,10.16.2015 10:00:14,1495.858446,2,1,0.999950469,3.750345945,0.415505383,0,1.530836293,0,6.48022E-05,0,0,0,0
1541,1556.875144,10.16.2015 10:00:15,1496.874076,2,1,0.999950469,3.750345945,0.415787491,0,1.531894293,0,3.23772E-05,0,0,0,0
1542,1557.890746,10.16.2015 10:00:16,1497.889679,2,1,0.999769151,3.750345945,0.416069598,0,1.532952294,0,3.23772E-05,0,0,0,0
1543,1558.890792,10.16.2015 10:00:17,1498.889724,2,1,0.999950469,3.750345945,0.416347374,0,1.533994062,0,3.23772E-05,0,0,0,0
1544,1559.890813,10.16.2015 10:00:18,1499.889746,2,1,0.999950469,3.750345945,0.416625164,0,1.535035893,0,3.23772E-05,0,0,0,0
1545,1560.90635,10.16.2015 10:00:19,1500.905282,2,1,0.999950469,3.75050807,0.416907253,0,1.53609386,0,0,0,0,0,0
1546,1561.921935,10.16.2015 10:00:20,1501.920868,2,1,0.999950469,3.750669956,0.417189358,0,1.5371519,0,6.48022E-05,0,0,0,0
1547,1562.937576,10.16.2015 10:00:21,1502.936508,2,1,0.999950469,3.75050807,0.417471482,0,1.538210017,0,3.24249E-05,0,0,0,0
1548,1563.937584,10.16.2015 10:00:22,1503.936517,2,1,0.999769151,3.75050807,0.417749252,0,1.539251815,0,3.24249E-05,0,0,0,0
1549,1564.953216,10.16.2015 10:00:23,1504.952149,2,1,0.999769151,3.750669956,0.41803135,0,1.540309845,0,3.23772E-05,0,0,0,0
1550,1565.968767,10.16.2015 10:00:24,1505.967699,2,1,1.000131845,3.75050807,0.418313433,0,1.54136784,0,0,0,0,0,0
1551,1566.983353,10.16.2015 10:00:25,1506.982285,2,1,0.999769151,3.75050807,0.418595248,0,1.542424842,0,-3.23772E-05,0,0,0,0
1552,1567.984102,10.16.2015 10:00:26,1507.983035,2,1,0.999769151,3.750669956,0.418873223,0,1.543467453,0,0,0,0,0,0
1553,1568.984194,10.16.2015 10:00:27,1508.983126,2,1,0.999950469,3.75050807,0.419151016,0,1.544509397,0,0,0,0,0,0
1554,1569.984341,10.16.2015 10:00:28,1509.983273,2,1,1.000131845,3.750993967,0.419428834,0,1.545551443,0,6.48022E-05,0,0,0,0
1555,1570.984361,10.16.2015 10:00:29,1510.983294,2,1,0.999950469,3.750832081,0.419706615,0,1.546593363,0,3.24249E-05,0,0,0,0
1556,1571.999994,10.16.2015 10:00:30,1511.998927,2,1,0.999950469,3.750832081,0.419988727,0,1.54765153,0,3.24249E-05,0,0,0,0
1557,1573.015285,10.16.2015 10:00:31,1513.014218,2,1,0.999950469,3.750993967,0.420270753,0,1.548709392,0,6.48022E-05,0,0,0,0
1558,1574.03121,10.16.2015 10:00:32,1514.030142,2,1,0.999950469,3.750993967,0.420552952,0,1.54976791,0,6.48022E-05,0,0,0,0
1559,1575.031264,10.16.2015 10:00:33,1515.030197,2,1,0.999950469,3.750993967,0.420830735,0,1.550809874,0,3.23772E-05,0,0,0,0
1560,1576.046129,10.16.2015 10:00:34,1516.045062,2,1,0.999950469,3.750993967,0.421112635,0,1.551867293,0,0,0,0,0,0
1561,1577.046333,10.16.2015 10:00:35,1517.045266,2,1,0.999769151,3.750993967,0.421390463,0,1.552909447,0,3.23772E-05,0,0,0,0
1562,1578.046431,10.16.2015 10:00:36,1518.045364,2,1,0.999950469,3.750993967,0.421668269,0,1.55395152,0,3.23772E-05,0,0,0,0
1563,1579.062517,10.16.2015 10:00:37,1519.061449,2,1,1.000131845,3.751156092,0.421950514,0,1.555010252,0,3.24249E-05,0,0,0,0
1564,1580.078065,10.16.2015 10:00:38,1520.076997,2,1,0.999950469,3.751156092,0.422232603,0,1.556068418,0,3.24249E-05,0,0,0,0
1565,1581.093619,10.16.2015 10:00:39,1521.092552,2,1,1.000131845,3.751317978,0.422514697,0,1.557126609,0,3.23772E-05,0,0,0,0
1566,1582.109143,10.16.2015 10:00:40,1522.108076,2,1,0.999769151,3.751156092,0.42279678,0,1.558184767,0,3.24249E-05,0,0,0,0
1567,1583.124923,10.16.2015 10:00:41,1523.123855,2,1,0.999950469,3.751317978,0.423078934,0,1.559243203,0,3.23772E-05,0,0,0,0
1568,1584.124956,10.16.2015 10:00:42,1524.123889,2,1,0.999950469,3.751480103,0.423356716,0,1.560285257,0,6.48022E-05,0,0,0,0
1569,1585.140252,10.16.2015 10:00:43,1525.139185,2,1,1.000131845,3.751480103,0.423638738,0,1.561343215,0,3.24249E-05,0,0,0,0
1570,1586.14045,10.16.2015 10:00:44,1526.139383,2,1,0.999950469,3.751317978,0.423916571,0,1.56238547,0,0,0,0,0,0
1571,1587.155058,10.16.2015 10:00:45,1527.15399,2,1,0.999950469,3.751480103,0.424198399,0,1.563442711,0,3.24249E-05,0,0,0,0
1572,1588.1561,10.16.2015 10:00:46,1528.155033,2,1,0.999950469,3.751480103,0.424476471,0,1.564485888,0,3.24249E-05,0,0,0,0
1573,1589.17165,10.16.2015 10:00:47,1529.170583,2,1,0.999950469,3.751317978,0.424758576,0,1.565544198,0,0,0,0,0,0
1574,1590.187295,10.16.2015 10:00:48,1530.186228,2,1,0.999950469,3.751480103,0.42504069,0,1.566602548,0,3.24249E-05,0,0,0,0
1575,1591.202881,10.16.2015 10:00:49,1531.201813,2,1,1.000131845,3.751641989,0.425322803,0,1.567660908,0,3.23772E-05,0,0,0,0
1576,1592.218418,10.16.2015 10:00:50,1532.217351,2,1,0.999950469,3.751641989,0.425604901,0,1.568719226,0,3.23772E-05,0,0,0,0
1577,1593.218453,10.16.2015 10:00:51,1533.217385,2,1,0.999950469,3.751641989,0.425882679,0,1.56976134,0,0,0,0,0,0
1578,1594.234085,10.16.2015 10:00:52,1534.233018,2,1,0.999950469,3.751641989,0.42616479,0,1.57081972,0,0,0,0,0,0
1579,1595.234143,10.16.2015 10:00:53,1535.233076,2,1,0.999950469,3.751641989,0.426442572,0,1.571861862,0,0,0,0,0,0
1580,1596.249717,10.16.2015 10:00:54,1536.248649,2,1,0.999950469,3.751804113,0.426724674,0,1.572920231,0,3.24249E-05,0,0,0,0
1581,1597.264314,10.16.2015 10:00:55,1537.263247,2,1,0.999950469,3.751804113,0.427006506,0,1.573977588,0,3.24249E-05,0,0,0,0
1582,1598.265287,10.16.2015 10:00:56,1538.264219,2,1,1.000131845,3.751966238,0.427284544,0,1.575020721,0,6.48499E-05,0,0,0,0
1583,1599.280935,10.16.2015 10:00:57,1539.279867,2,1,0.999950469,3.751804113,0.427566663,0,1.576079177,0,3.24249E-05,0,0,0,0
1584,1600.280987,10.16.2015 10:00:58,1540.279919,2,1,1.000131845,3.751966238,0.427844454,0,1.577121416,0,6.48499E-05,0,0,0,0
1585,1601.296437,10.16.2015 10:00:59,1541.295369,2,1,0.999950469,3.751966238,0.428126524,0,1.578179712,0,3.24249E-05,0,0,0,0
1586,1602.312141,10.16.2015 10:01:00,1542.311074,2,1,0.999950469,3.751966238,0.428408653,0,1.57923823,0,6.48499E-05,0,0,0,0
1587,1603.312166,10.16.2015 10:01:01,1543.311099,2,1,0.999950469,3.751966238,0.428686431,0,1.580280444,0,3.24249E-05,0,0,0,0
1588,1604.32771,10.16.2015 10:01:02,1544.326643,2,1,0.999769151,3.751966238,0.428968528,0,1.581338863,0,3.24249E-05,0,0,0,0
1589,1605.327741,10.16.2015 10:01:03,1545.326673,2,1,0.999950469,3.751966238,0.429246305,0,1.582381091,0,3.24249E-05,0,0,0,0
1590,1606.34334,10.16.2015 10:01:04,1546.342273,2,1,0.999950469,3.751966238,0.42952841,0,1.583439565,0,3.24249E-05,0,0,0,0
1591,1607.357852,10.16.2015 10:01:05,1547.356785,2,1,1.000131845,3.752290249,0.429810211,0,1.584496907,0,6.48022E-05,0,0,0,0
1592,1608.358971,10.16.2015 10:01:06,1548.357903,2,1,1.000131845,3.752128124,0.430088301,0,1.585540346,0,6.48022E-05,0,0,0,0
1593,1609.374281,10.16.2015 10:01:07,1549.373213,2,1,0.999950469,3.751966238,0.430370331,0,1.586598567,0,0,0,0,0,0
1594,1610.374375,10.16.2015 10:01:08,1550.373308,2,1,0.999950469,3.752452135,0.430648138,0,1.587640958,0,6.48022E-05,0,0,0,0
1595,1611.37445,10.16.2015 10:01:09,1551.373383,2,1,0.999950469,3.752290249,0.430925928,0,1.588683289,0,3.24249E-05,0,0,0,0
1596,1612.390217,10.16.2015 10:01:11,1552.38915,2,1,0.999950469,3.752290249,0.43120808,0,1.589742002,0,0,0,0,0,0
1597,1613.405514,10.16.2015 10:01:12,1553.404447,2,1,0.999950469,3.752290249,0.431490109,0,1.59080026,0,3.24249E-05,0,0,0,0
1598,1614.405749,10.16.2015 10:01:13,1554.404681,2,1,0.999950469,3.752452135,0.431767944,0,1.591842779,0,6.48022E-05,0,0,0,0
1599,1615.421353,10.16.2015 10:01:14,1555.420285,2,1,1.000131845,3.752452135,0.432050048,0,1.592901338,0,6.48022E-05,0,0,0,0
1600,1616.436969,10.16.2015 10:01:15,1556.435902,2,1,1.000131845,3.752452135,0.432332163,0,1.593959954,0,3.23772E-05,0,0,0,0
1601,1617.451443,10.16.2015 10:01:16,1557.450376,2,1,0.999950469,3.75261426,0.432540494,0,1.594741708,0,9.72271E-05,0,0,0,0
1602,1618.452561,10.16.2015 10:01:17,1558.451493,2,1,0.999950469,3.752452135,0.432892049,0,1.596060909,0,3.22773E-05,0,0,0,0
1603,1619.468409,10.16.2015 10:01:18,1559.467341,2,1,0.999950469,3.752452135,0.433174224,0,1.597119781,0,3.23772E-05,0,0,0,0
1604,1620.468585,10.16.2015 10:01:19,1560.467518,2,1,0.999769151,3.752452135,0.433452043,0,1.598162303,0,0,0,0,0,0
1605,1621.483805,10.16.2015 10:01:20,1561.482737,2,1,1.000131845,3.75261426,0.433734045,0,1.599220537,0,3.24249E-05,0,0,0,0
1606,1622.499448,10.16.2015 10:01:21,1562.49838,2,1,0.999950469,3.752776146,0.434016165,0,1.600279228,0,6.48022E-05,0,0,0,0
1607,1623.514396,10.16.2015 10:01:22,1563.513329,2,1,0.999950469,3.75261426,0.434293931,0,1.601321582,0,0,0,0,0,0
1608,1624.514409,10.16.2015 10:01:23,1564.513341,2,1,1.000131845,3.752776146,0.434571696,0,1.60236394,0,3.23772E-05,0,0,0,0
1609,1625.530795,10.16.2015 10:01:24,1565.529728,2,1,0.999769151,3.75261426,0.434858186,0,1.603439053,0,0,0,0,0,0
1610,1626.545722,10.16.2015 10:01:25,1566.544655,2,1,0.999950469,3.752776146,0.435140105,0,1.604497022,0,3.23772E-05,0,0,0,0
1611,1627.560874,10.16.2015 10:01:26,1567.559806,2,1,1.000131845,3.752938271,0.435422094,0,1.605555263,0,6.48022E-05,0,0,0,0
